":@computed_region_9z68_3kq5","case","cityname","cityname_address","cityname_city","cityname_state","cityname_zip","council","dow","ibr_code","location","occ_date","police_grid","police_zone","received_date","ucr_code","ucr_desc","x_coordinate","y_coordinate"
,"SL2015141198",,,,,,,"6","0",,"2015-07-30T17:15:28.000",,,"2015-07-30T17:15:28.000","7399-0","PUBLIC ORDER",,
,"SL20154678",,,,,,"1","6","90Z",,"2015-01-09T16:59:39.000",,"ADM","2015-01-09T16:59:39.000","3599-99","DRUGS","111111111","111111111"
,"SL2015140157",,,,,,,"4","0",,"2015-07-29T08:35:35.000",,,"2015-07-29T08:35:35.000","5499-8","NONREPTABL TA",,
,"SL2015804578",,,,,,,"4","90Z",,,,,,"5401-0","HIT AND RUN",,
,"SL201573157",,,,,,"1","2","35A",,"2015-04-27T18:48:28.000",,"ADM","2015-04-27T18:48:28.000","3510-0","DRUGS","111111111","111111111"
,"SL2015129528",,,,,,"1","3","35A",,"2015-07-14T22:15:04.000",,"ADM","2015-07-14T22:15:04.000","3520-0","DRUGS","111111111","111111111"
,"SL2015802698",,,,,,,"1","26C",,,,,,"2699-1","FRAUD",,
,"SL2015221315",,,,,,,"2","26B",,"2015-11-18T12:47:38.000",,,"2015-11-18T12:47:38.000","2605-0","FRAUD",,
,"SL2015806369",,,,,,,"2","290",,,,,,"2902-0","DAMAGED PROP",,
,"SL2015141328",,,,,,,"5","0",,"2015-07-30T19:39:30.000",,,"2015-07-30T19:39:30.000","5499-1","OFCR INV TA",,
,"SL201590318",,,,,,"1","7","0",,"2015-05-22T20:52:09.000",,"ADM","2015-05-22T20:52:09.000","5399-49","PUBLIC PEACE","111111111","111111111"
,"SL2015217292",,,,,,,"5","90Z",,"2015-11-12T07:02:23.000",,,"2015-11-12T07:02:23.000","3599-2","DRUGS",,
,"SL2015806333",,,,,,,"7","23F",,,,,,"2305-0","LARCENY",,
,"SL2015123452",,,,,,,"2","23D",,"2015-07-06T18:48:53.000",,,"2015-07-06T18:48:53.000","2308-0","LARCENY",,
,"SL201587981",,,,,,"1","4","35A",,"2015-05-19T15:25:06.000",,"ADM","2015-05-19T15:25:06.000","3510-0","DRUGS","111111111","111111111"
,"SL2015806325",,,,,,,"1","23F",,,,,,"2305-0","LARCENY",,
,"SL2015166380",,,,,,"1","3","90Z",,"2015-09-01T20:55:05.000",,"ADM","2015-09-01T20:55:05.000","3599-99","DRUGS","111111111","111111111"
,"SL2015197581",,,,,,"1","4","90Z",,"2015-10-14T14:16:22.000",,"ADM","2015-10-14T14:16:22.000","3599-99","DRUGS","111111111","111111111"
,"SL2015216612",,,,,,,"4","23F",,"2015-11-11T02:44:02.000",,,"2015-11-11T02:44:02.000","2305-0","LARCENY",,
,"SL201555091",,,,,,"1","2","35A",,"2015-03-30T00:55:21.000",,"ADM","2015-03-30T00:55:21.000","3599-0","DRUGS","111111111","111111111"
,"SL2015805015",,,,,,,"6","0",,,,,,"7399-6","PUBLIC ORDER",,
,"SL2015226972",,,,,,,"6","90Z",,"2015-11-27T23:25:44.000",,,"2015-11-27T23:25:44.000","5499-0","TRAFFIC",,
,"SL2015804582",,,,,,,"7","23H",,,,,,"2399-18","LARCENY",,
,"SL20153582",,,,,,"1","4","90Z",,"2015-01-07T18:09:23.000",,"ADM","2015-01-07T18:09:23.000","3599-99","DRUGS","111111111","111111111"
,"SL201516595",,,,,,"1","5","90Z",,"2015-01-29T16:10:44.000",,"SOSL","2015-01-29T16:10:44.000","4902-0","ESCAPE","0","0"
,"SL2015212287",,,,,,,"4","13C",,"2015-11-04T14:57:19.000",,,"2015-11-04T14:57:19.000","1316-3","ASSAULT",,
,"SL2015227743",,,,,,,"1","23D",,"2015-11-29T10:43:51.000",,,"2015-11-29T10:43:51.000","2308-0","LARCENY",,
,"SL2015806258",,,,,,,"7","0",,,,,,"7399-6","PUBLIC ORDER",,
,"SL2015223871",,,,,,,"1","90Z",,"2015-11-22T12:01:58.000",,,"2015-11-22T12:01:58.000","4902-0","ESCAPE",,
,"SL201564764",,,,,,"1","5","0",,"2015-04-14T13:40:24.000",,"ADM","2015-04-14T13:40:24.000","5399-49","PUBLIC PEACE","111111111","111111111"
,"SL2015806405",,,,,,,"7","23F",,,,,,"2305-0","LARCENY",,
,"SL2015203149",,,,,,"1","5","90Z",,"2015-10-22T16:24:06.000",,"ADM","2015-10-22T16:24:06.000","3599-99","DRUGS","111111111","111111111"
,"SL2015177074",,,,,,"1","4","0",,"2015-09-16T16:00:50.000",,"ADM","2015-09-16T16:00:50.000","7399-99","PUBLIC ORDER","111111111","111111111"
,"SL201521185",,,,,,"0","5","35A",,"2015-02-05T19:22:01.000",,"ADM","2015-02-05T19:22:01.000","3510-0","DRUGS","111111111","111111111"
,"SL2015213565",,,,,,,"2","290",,"2015-11-06T11:24:15.000",,,"2015-11-06T11:24:15.000","2902-0","DAMAGED PROP",,
,"SL2015141013",,,,,,,"5","0",,"2015-07-30T12:32:01.000",,,"2015-07-30T12:32:01.000","5499-7","REPORTABLE TA",,
,"SL2015216147",,,,,,,"3","0",,"2015-11-10T10:53:29.000",,,"2015-11-10T10:53:29.000","7399-3","PUBLIC ORDER",,
,"SL2015221488",,,,,,,"4","0",,"2015-11-18T17:03:59.000",,,"2015-11-18T17:03:59.000","5399-23","PUBLIC PEACE",,
,"SL2015162594",,,,,,"1","4","90Z",,"2015-08-27T19:58:13.000",,"ADM","2015-08-27T19:58:13.000","3599-99","DRUGS","111111111","111111111"
,"SL2015803377",,,,,,,"2","23H",,,,,,"2309-0","LARCENY",,
,"SL2015182152",,,,,,,"7","0",,"2015-09-23T15:47:44.000",,,"2015-09-23T15:47:44.000","7399-3","PUBLIC ORDER",,
,"SL2015218126",,,,,,,"6","0",,"2015-11-13T10:51:44.000",,,"2015-11-13T10:51:44.000","5499-8","NONREPTABL TA",,
,"SL2015216414",,,,,,,"3","290",,"2015-11-10T17:33:18.000",,,"2015-11-10T17:33:18.000","2902-0","DAMAGED PROP",,
,"SL201587987",,,,,,"1","3","35A",,"2015-05-19T15:27:13.000",,"ADM","2015-05-19T15:27:13.000","3510-0","DRUGS","111111111","111111111"
,"SL201524865",,,,,,"1","3","35A",,"2015-02-10T22:38:21.000",,"ADM","2015-02-10T22:38:21.000","3571-0","DRUGS","111111111","111111111"
,"SL201587980",,,,,,"1","3","35A",,"2015-05-19T15:24:41.000",,"ADM","2015-05-19T15:24:41.000","3510-0","DRUGS","111111111","111111111"
,"SL2015223450",,,,,,,"7","90Z",,"2015-11-21T17:47:22.000",,,"2015-11-21T17:47:22.000","4902-0","ESCAPE",,
,"SL2015806460",,,,,,,"5","0",,,,,,"7399-6","PUBLIC ORDER",,
,"SL2015210053",,,,,,,"1","0",,"2015-11-01T13:28:23.000",,,"2015-11-01T13:28:23.000","5499-8","NONREPTABL TA",,
,"SL201520308",,,,,,"1","4","35A",,"2015-02-04T16:49:50.000",,"ADM","2015-02-04T16:49:50.000","3572-0","DRUGS","111111111","111111111"
,"SL201560365",,,,,,"1","3","90Z",,"2015-04-07T18:56:31.000",,"ADM","2015-04-07T18:56:31.000","3599-99","DRUGS","111111111","111111111"
,"SL201587982",,,,,,"1","6","35A",,"2015-05-19T15:25:26.000",,"ADM","2015-05-19T15:25:26.000","3510-0","DRUGS","111111111","111111111"
,"SL2015210474",,,,,,,"2","0",,"2015-11-02T07:32:54.000",,,"2015-11-02T07:32:54.000","5499-6","NON MOV TRAF",,
,"SL2015217623",,,,,,,"6","23F",,"2015-11-12T15:15:02.000",,,"2015-11-12T15:15:02.000","2305-0","LARCENY",,
,"SL2015805446",,,,,,,"7","26C",,,,,,"2699-1","FRAUD",,
,"SL2015802023",,,,,,,"5","26C",,,,,,"2699-1","FRAUD",,
,"SL2015114532",,,,,,"1","4","35A",,"2015-06-24T20:39:00.000",,"ADM","2015-06-24T20:39:00.000","3571-0","DRUGS","111111111","111111111"
,"SL201570869",,,,,,"1","5","35A",,"2015-04-23T22:54:58.000",,"ADM","2015-04-23T22:54:58.000","3510-0","DRUGS","111111111","111111111"
,"SL2015218306",,,,,,,"6","0",,"2015-11-13T15:44:18.000",,,"2015-11-13T15:44:18.000","5499-8","NONREPTABL TA",,
,"SL2015805962",,,,,,,"3","23F",,,,,,"2305-0","LARCENY",,
,"SL2015806129",,,,,,,"4","0",,,,,,"7399-6","PUBLIC ORDER",,
,"SL2015228119",,,,,,,"1","23H",,"2015-11-30T06:33:29.000",,,"2015-11-30T06:33:29.000","2309-0","LARCENY",,
,"SL201587979",,,,,,"1","5","35A",,"2015-05-19T15:24:17.000",,"ADM","2015-05-19T15:24:17.000","3510-0","DRUGS","111111111","111111111"
,"SL2015225731",,,,,,,"4","0",,"2015-11-25T15:18:57.000",,,"2015-11-25T15:18:57.000","5499-8","NONREPTABL TA",,
,"SL201583597",,,,,,"1","3","35A",,"2015-05-12T23:11:34.000",,"ADM","2015-05-12T23:11:34.000","3510-0","DRUGS","111111111","111111111"
,"SL2015227163",,,,,,,"7","0",,"2015-11-28T10:04:45.000",,,"2015-11-28T10:04:45.000","5499-8","NONREPTABL TA",,
,"SL2015226852",,,,,,,"6","13C",,"2015-11-27T19:28:23.000",,,"2015-11-27T19:28:23.000","5215-0","WEAPONS",,
,"SL2015221249",,,,,,,"7","240",,"2015-11-18T10:56:59.000",,,"2015-11-18T10:56:59.000","2404-44","STOLEN VEHICLE",,
,"SL2015121121",,,,,,"1","6","35A",,"2015-07-03T16:22:06.000",,"ADM","2015-07-03T16:22:06.000","3530-0","DRUGS","111111111","111111111"
,"SL2015804979",,,,,,,"2","23H",,,,,,"2399-0","LARCENY",,
,"SL201587985",,,,,,"1","6","35A",,"2015-05-19T15:26:52.000",,"ADM","2015-05-19T15:26:52.000","3510-0","DRUGS","111111111","111111111"
,"SL2015197009",,,,,,"1","3","0",,"2015-10-13T17:30:11.000",,"ADM","2015-10-13T17:30:11.000","7399-0","PUBLIC ORDER","111111111","111111111"
,"SL2015213822",,,,,,,"6","0",,"2015-11-06T17:45:31.000",,,"2015-11-06T17:45:31.000","5399-28","PUBLIC PEACE",,
,"SL2015806059",,,,,,,"4","23F",,,,,,"2305-0","LARCENY",,
,"SL2015227857",,,,,,,"1","90J",,"2015-11-29T15:18:43.000",,,"2015-11-29T15:18:43.000","5707-0","INV OF PRIVACY",,
,"SL2015181788",,,,,,"1","3","90Z",,"2015-09-23T00:01:05.000",,"ADM","2015-09-23T00:01:05.000","3599-99","DRUGS","111111111","111111111"
,"SL201563713",,,,,,"1","1","35A",,"2015-04-12T22:34:03.000",,"ADM","2015-04-12T22:34:03.000","3599-0","DRUGS","111111111","111111111"
,"SL2015214168",,,,,,,"6","23F",,"2015-11-07T08:25:36.000",,,"2015-11-07T08:25:36.000","2305-0","LARCENY",,
,"SL2015215955",,,,,,,"3","90Z",,"2015-11-10T00:16:14.000",,,"2015-11-10T00:16:14.000","4902-0","ESCAPE",,
,"SL2015167028",,,,,,"1","4","90Z",,"2015-09-02T18:08:52.000",,"ADM","2015-09-02T18:08:52.000","3599-99","DRUGS","111111111","111111111"
,"SL201512269",,,,,,"1","5","90Z",,"2015-01-22T15:27:28.000",,"ADM","2015-01-22T15:27:28.000","3599-99","DRUGS","111111111","111111111"
,"SL2015216864",,,,,,,"4","90D",,"2015-11-11T12:54:37.000",,,"2015-11-11T12:54:37.000","5403-0","DUI DRUGS",,
,"SL2015183997",,,,,,,"6","0",,"2015-09-25T22:07:08.000",,,"2015-09-25T22:07:08.000","7399-99","PUBLIC ORDER",,
,"SL201583552",,,,,,"1","3","35A",,"2015-05-12T20:54:03.000",,"ADM","2015-05-12T20:54:03.000","3530-0","DRUGS","111111111","111111111"
,"SL2015213629",,,,,,,"6","13B",,"2015-11-06T13:15:58.000",,,"2015-11-06T13:15:58.000","1313-0","ASSAULT",,
,"SL2015210495",,,,,,,"2","0",,"2015-11-02T08:17:39.000",,"D1","2015-11-02T08:17:39.000","5499-8","NONREPTABL TA",,
,"SL2015207199",,,,,,,"4","240",,"2015-10-28T15:13:47.000",,"INV","2015-10-28T15:13:47.000","2499-17","STOLEN VEHICLE",,
,"SL2015327488",,,,,,,"7","0",,,,,,"7399-1","PUBLIC ORDER",,
,"SL2015214723",,,,,,,"1","0",,"2015-11-08T01:17:25.000",,,"2015-11-08T01:17:25.000","7399-3","PUBLIC ORDER",,
,"SL201520316",,,,,,"1","4","35A",,"2015-02-04T16:53:59.000",,"ADM","2015-02-04T16:53:59.000","3510-0","DRUGS","111111111","111111111"
,"SL201587984",,,,,,"1","5","35A",,"2015-05-19T15:26:23.000",,"ADM","2015-05-19T15:26:23.000","3510-0","DRUGS","111111111","111111111"
,"SL2015805938",,,,,,,"1","23H",,,,,,"2399-18","LARCENY",,
,"SL2015184547",,,,,,,"7","0",,"2015-09-26T16:18:54.000",,,"2015-09-26T16:18:54.000","5499-8","NONREPTABL TA",,
,"SL2015100090",,,,,,"1","6","35A",,"2015-06-05T19:42:58.000",,"ADM","2015-06-05T19:42:58.000","3530-0","DRUGS","111111111","111111111"
,"SL2015806261",,,,,,,"2","90Z",,,,,,"5401-0","HIT AND RUN",,
,"SL2015219105",,,,,,,"7","0",,"2015-11-14T17:45:05.000",,,"2015-11-14T17:45:05.000","5499-8","NONREPTABL TA",,
,"SL2015806246",,,,,,,"7","290",,,,,,"2902-0","DAMAGED PROP",,
,"SL2015166484",,,,,,"1","3","0",,"2015-09-01T23:51:36.000",,"ADM","2015-09-01T23:51:36.000","5399-28","PUBLIC PEACE","111111111","111111111"
,"SL2015197387",,,,,,"1","4","90Z",,"2015-10-14T08:34:58.000",,"ADM","2015-10-14T08:34:58.000","3599-99","DRUGS","111111111","111111111"
,"SL2015211866",,,,,,,"3","520",,"2015-11-03T22:39:18.000",,,"2015-11-03T22:39:18.000","5213-19","WEAPON OFFENSE",,
,"SL2015186599",,,,,,,"6","240",,"2015-09-29T12:53:40.000",,,"2015-09-29T12:53:40.000","2499-17","STOLEN VEHICLE",,
,"SL201580575",,,,,,"4","6","0","400 S 300 W                                                                                             ","2015-05-08T09:29:13.000","134","Z7","2015-05-08T09:29:13.000","7399-18","PUBLIC ORDER","1889455","884122"
,"SL2015177538",,,,,,"4","5","90J","000 S 900 E                                                                                             ","2015-09-17T10:50:19.000","143","Z4","2015-09-17T10:50:19.000","5707-0","INV OF PRIVACY","1899040","886950"
,"SL2015137717",,,,,,"5","7","90Z","900 S STATE ST                                                                                          ","2015-07-25T17:14:45.000","152","Z5","2015-07-25T17:14:45.000","4902-0","ESCAPE","1892669","879507"
,"SL201555765",,,,,,"1","6","90Z","700 N REDWOOD RD                                                                                        ","2015-03-31T05:18:50.000","111","Z1","2015-03-31T05:18:50.000","4902-0","ESCAPE","1878504","893468"
,"SL2015800945",,,,,,"7","3","23F","900 E SUGARMONT DR                                                                                      ",,"162","Z6",,"2305-0","LARCENY","1899457","870539"
,"SL2015196868",,,,,,"1","3","0",,"2015-10-13T14:14:52.000","113","Z1","2015-10-13T14:14:52.000","7399-6","PUBLIC ORDER","1866187","892608"
,"SL2015142238",,,,,,"4","6","90Z","100 E 200 S                                                                                             ","2015-07-31T22:22:29.000","142","Z3","2015-07-31T22:22:29.000","5309-1","PUBLIC PEACE","1893275","886004"
,"SL2015131271",,,,,,"1","6","90Z","900 W NORTH TEMPLE ST                                                                                   ","2015-07-17T05:36:20.000","112","Z1","2015-07-17T05:36:20.000","4902-0","ESCAPE","1884190","888426"
,"SL2015167095",,,,,,"1","4","290","3800 W 1200 N                                                                                            ","2015-09-02T19:56:18.000","113","Z1","2015-09-02T19:56:18.000","2901-0","DAMAGED PROP","1866371","897507"
,"SL201518290",,,,,,"3","1","90J","300 E SOUTH TEMPLE ST                                                                                   ","2015-02-01T10:33:54.000","141","Z4","2015-02-01T10:33:54.000","5707-0","INV OF PRIVACY","1894502","887583"
,"SL2015803982",,,,,,"7","1","290","1900 S MCCLELLAND ST                                                                                     ",,"162","Z6",,"2902-0","DAMAGED PROP","1900082","872111"
,"SL2015241225",,,,,,"2","1","0","000 INDIANA AVE                                                                                         ","2015-12-20T18:26:41.000","122","Z2","2015-12-20T18:26:41.000","5499-7","REPORTABLE TA","1881215","881025"
,"SL201530000",,,,,,"4","4","90Z","500 W 700 S                                                                                             ","2015-02-18T14:11:49.000","134","Z7","2015-02-18T14:11:49.000","4902-0","ESCAPE","1887783","882062"
,"SL2015226993",,,,,,"4","6","90J","000 E 200 S                                                                                             ","2015-11-28T00:22:18.000","133","Z3","2015-11-28T00:22:18.000","5707-0","INV OF PRIVACY","1892039","886009"
,"SL2015181766",,,,,,"5","3","23G","200 E 1700 S                                                                                            ","2015-09-22T23:07:34.000","161","Z6","2015-09-22T23:07:34.000","2304-0","LARCENY","1893419","874469"
,"SL2015151755",,,,,,"6","5","0","000 CONNOR ST                                                                                           ","2015-08-13T12:01:44.000","154","Z5","2015-08-13T12:01:44.000","5499-7","REPORTABLE TA","1908755","880716"
,"SL2015801163",,,,,,"3","6","23H","200 N 400 W                                                                                             ",,"131","Z3",,"2309-0","LARCENY","1888684","889212"
,"SL201522476",,,,,,"1","7","90Z","700 N REDWOOD RD                                                                                        ","2015-02-07T16:22:00.000","111","Z1","2015-02-07T16:22:00.000","4902-0","ESCAPE","1878504","893468"
,"SL2015245266",,,,,,"1","2","90Z","5200 W AMELIA EARHART DR                                                                                 ","2015-12-28T16:45:10.000","113","Z1","2015-12-28T16:45:10.000","4902-0","ESCAPE","1857437","890276"
,"SL201536890",,,,,,"5","1","0","300 W HOPE AVE                                                                                          ","2015-03-01T13:02:34.000","152","Z5","2015-03-01T13:02:34.000","5499-8","NONREPTABL TA","1889051","876511"
,"SL201578639",,,,,,"7","3","23C","1200 E BRICKYARD RD                                                                                      ","2015-05-05T17:59:55.000","162","Z6","2015-05-05T17:59:55.000","2303-0","LARCENY","1901196","863187"
,"SL2015102176",,,,,,,"2","0",,"2015-06-08T13:43:20.000","40","40","2015-06-08T13:43:20.000","7399-1","PUBLIC ORDER","1867367","893605"
,"SL2015126832",,,,,,"5","6","240","1000 S 1100 E                                                                                            ","2015-07-11T08:58:09.000","153","Z5","2015-07-11T08:58:09.000","2499-13","STOLEN VEHICLE","1900551","879088"
,"SL2015203624",,,,,,"2","5","23H","1600 S PIONEER RD                                                                                        ","2015-10-23T09:03:50.000","124","Z2","2015-10-23T09:03:50.000","2309-0","LARCENY","1873240","874655"
,"SL2015173581",,,,,,"2","6","220","1300 W AMERICAN AVE                                                                                      ","2015-09-11T20:31:16.000","122","Z2","2015-09-11T20:31:16.000","2202-0","BURGLARY","1881025","879909"
,"SL201573328",,,,,,"2","7","90Z","1000 S REDWOOD RD                                                                                        ","2015-04-28T04:47:01.000","122","Z2","2015-04-28T04:47:01.000","4902-0","ESCAPE","1878596","878934"
,"SL2015170011",,,,,,"4","1","35B","300 W PIERPONT AVE                                                                                      ","2015-09-06T17:19:52.000","132","Z3","2015-09-06T17:19:52.000","3550-0","DRUGS","1889118","885537"
,"SL2015149396",,,,,,"7","2","0","2000 E 2700 S                                                                                            ","2015-08-10T08:27:04.000","163","Z6","2015-08-10T08:27:04.000","5499-7","REPORTABLE TA","1907848","866895"
,"SL201520539",,,,,,"5","4","23C","300 W HOPE AVE                                                                                          ","2015-02-04T23:08:21.000","152","Z5","2015-02-04T23:08:21.000","2303-0","LARCENY","1889051","876511"
,"SL2015209633",,,,,,"4","7","0","100 W 600 S                                                                                             ","2015-10-31T23:06:38.000","135","Z3","2015-10-31T23:06:38.000","7399-1","PUBLIC ORDER","1890463","882846"
,"SL201521867",,,,,,"4","6","0","400 E 600 S                                                                                             ","2015-02-06T18:07:50.000","144","Z4","2015-02-06T18:07:50.000","7399-1","PUBLIC ORDER","1895660","882827"
,"SL201529799",,,,,,"5","4","23C","300 W HOPE AVE                                                                                          ","2015-02-18T08:38:58.000","152","Z5","2015-02-18T08:38:58.000","2303-0","LARCENY","1889051","876511"
,"SL20154279",,,,,,"4","5","90Z","400 S 400 W                                                                                             ","2015-01-08T23:05:52.000","134","Z7","2015-01-08T23:05:52.000","4902-0","ESCAPE","1888723","883912"
,"SL2015158776",,,,,,"2","7","23G","1700 W 500 S                                                                                             ","2015-08-22T18:13:41.000","124","Z2","2015-08-22T18:13:41.000","2304-0","LARCENY","1878172","883683"
,"SL2015184558",,,,,,"7","7","220","2800 S PRESTON ST                                                                                        ","2015-09-26T16:42:14.000","163","Z6","2015-09-26T16:42:14.000","2202-0","BURGLARY","1907053","865514"
,"SL2015192439",,,,,,"2","4","0","1100 W 1700 S                                                                                            ","2015-10-07T08:43:04.000","123","Z2","2015-10-07T08:43:04.000","5499-12","IMP/ABAND VEH","1882631","874575"
,"SL201543825",,,,,,"4","5","90Z","200 S RIO GRANDE ST                                                                                     ","2015-03-12T15:28:34.000","132","Z7","2015-03-12T15:28:34.000","3599-98","DRUGS","1888238","885862"
,"SL2015223443",,,,,,"4","7","90E","400 W 200 S                                                                                             ","2015-11-21T17:38:02.000","132","Z3","2015-11-21T17:38:02.000","7399-26","PUBLIC ORDER","1888485","885963"
,"SL201552680",,,,,,"2","5","13A","1900 W NORTH TEMPLE ST                                                                                   ","2015-03-26T11:04:04.000","113","Z1","2015-03-26T11:04:04.000","1302-0","ASSAULT","1875968","888398"
,"SL201574716",,,,,,"4","5","0","200 S RIO GRANDE ST                                                                                     ","2015-04-30T08:36:14.000","132","Z7","2015-04-30T08:36:14.000","7399-1","PUBLIC ORDER","1888297","885699"
,"SL201575690",,,,,,"5","6","13B","900 S WEST TEMPLE ST                                                                                    ","2015-05-01T16:09:42.000","152","Z3","2015-05-01T16:09:42.000","4801-0","OBST POLICE","1891025","880416"
,"SL2015169140",,,,,,"6","5","0","1800 E HARVARD AVE                                                                                       ","2015-09-05T12:03:26.000","154","Z5","2015-09-05T12:03:26.000","5399-28","PUBLIC PEACE","1906378","878323"
,"SL201592352",,,,,,"2","3","0","1800 W 400 S                                                                                             ","2015-05-26T11:14:00.000","124","Z2","2015-05-26T11:14:00.000","7399-6","PUBLIC ORDER","1877710","884123"
,"SL2015113131",,,,,,"1","7","23F","200 N JIMMY DOOLITTLE RD                                                                                ","2015-06-22T20:36:00.000","113","Z1","2015-06-22T20:36:00.000","2305-0","LARCENY","1856224","889238"
,"SL2015163196",,,,,,"4","6","13A","300 S 300 W                                                                                             ","2015-08-28T15:48:32.000","132","Z7","2015-08-28T15:48:32.000","1305-0","ASSAULT","1889458","884792"
,"SL20159050",,,,,,"7","6","90Z","2700 S GLENMARE ST                                                                                       ","2015-01-16T22:05:06.000","163","Z6","2015-01-16T22:05:06.000","4902-0","ESCAPE","1904274","866077"
,"SL201511277",,,,,,"5","3","90Z","1300 S STATE ST                                                                                          ","2015-01-20T21:22:04.000","152","Z5","2015-01-20T21:22:04.000","5401-0","HIT AND RUN","1892600","877443"
,"SL2016791",,,,,,"1","4","220","1800 W 700 N                                                                                             ","2016-01-02T14:55:19.000","111","Z1","2016-01-02T14:55:19.000","2202-0","BURGLARY","1877619","893270"
,"SL2015805231",,,,,,"1","6","23F","800 N MAPLE TREE CT                                                                                     ",,"111","Z1",,"2305-0","LARCENY","1885341","894355"
,"SL2015805262",,,,,,"3","2","23H","300 N MAIN ST                                                                                           ",,"131","Z3",,"2309-0","LARCENY","1891755","890381"
,"SL2015150501",,,,,,"4","3","0","100 S 400 W                                                                                             ","2015-08-11T15:51:57.000","132","Z7","2015-08-11T15:51:57.000","7399-99","PUBLIC ORDER","1888674","886760"
,"SL2015237900",,,,,,"5","3","90E","1400 S STATE ST                                                                                          ","2015-12-15T11:25:04.000","152","Z5","2015-12-15T11:25:04.000","7399-26","PUBLIC ORDER","1892654","875840"
,"SL2015191464",,,,,,"5","2","0","1300 S 600 E                                                                                             ","2015-10-05T20:49:40.000","153","Z5","2015-10-05T20:49:40.000","5399-28","PUBLIC PEACE","1896563","877434"
,"SL201558125",,,,,,"4","6","90Z","100 W 600 S                                                                                             ","2015-04-03T23:51:56.000","135","Z7","2015-04-03T23:51:56.000","4902-0","ESCAPE","1890463","882846"
,"SL2015805954",,,,,,"4","2","290","700 E 300 S                                                                                             ",,"143","Z4",,"2902-0","DAMAGED PROP","1897426","885136"
,"SL2015236863",,,,,,"4","1","90F","300 S 700 E                                                                                             ","2015-12-13T21:28:58.000","142","Z4","2015-12-13T21:28:58.000","3599-38","DRUGS","1897385","884916"
,"SL201550165",,,,,,"5","1","290","1600 S 1100 E                                                                                            ","2015-03-22T10:08:58.000","153","Z5","2015-03-22T10:08:58.000","2901-0","DAMAGED PROP","1900578","874865"
,"SL2015212307",,,,,,"5","4","0","1300 E SHERMAN AVE                                                                                       ","2015-11-04T15:22:38.000","154","Z5","2015-11-04T15:22:38.000","5499-8","NONREPTABL TA","1902291","877064"
,"SL2015107025",,,,,,"5","1","0","600 E 1300 S                                                                                            ","2015-06-14T19:13:59.000","153","Z5","2015-06-14T19:13:59.000","5499-6","NON MOV TRAF","1896602","877473"
,"SL2015197258",,,,,,"4","3","23C","300 S 900 E                                                                                             ","2015-10-13T23:55:48.000","143","Z4","2015-10-13T23:55:48.000","2303-0","LARCENY","1898972","885047"
,"SL201553863",,,,,,"4","7","120","200 S RIO GRANDE ST                                                                                     ","2015-03-28T01:16:07.000","132","Z7","2015-03-28T01:16:07.000","1206-0","ROBBERY","1888238","885862"
,"SL2015192043",,,,,,"4","2","90I","600 E 800 S                                                                                             ","2015-10-06T16:59:08.000","144","Z4","2015-10-06T16:59:08.000","5324-0","PUBLIC PEACE","1897140","881237"
,"SL2015180019",,,,,,"4","1","23C","000 S RIO GRANDE ST                                                                                     ","2015-09-20T13:42:12.000","132","Z3","2015-09-20T13:42:12.000","2303-0","LARCENY","1888237","887060"
,"SL201588723",,,,,,"7","4","0","700 E STRATFORD AVE                                                                                     ","2015-05-20T16:48:07.000","162","Z6","2015-05-20T16:48:07.000","5499-8","NONREPTABL TA","1897332","867786"
,"SL2015162773",,,,,,"4","6","13B",,"2015-08-28T00:13:43.000","132","Z7","2015-08-28T00:13:43.000","4801-0","OBST POLICE","1885884","885180"
,"SL201516332",,,,,,"2","4","220","1700 S REDWOOD RD                                                                                        ","2015-01-29T09:40:07.000","124","Z2","2015-01-29T09:40:07.000","2203-0","BURGLARY","1878519","873852"
,"SL2015142537",,,,,,"4","7","250","700 S STATE ST                                                                                          ","2015-08-01T10:55:02.000","152","Z3","2015-08-01T10:55:02.000","2501-0","FORGERY","1892677","881732"
,"SL201513786",,,,,,"4","7","290","800 E SOUTH TEMPLE ST                                                                                   ","2015-01-24T21:12:48.000","143","Z4","2015-01-24T21:12:48.000","2902-0","DAMAGED PROP","1898229","887508"
,"SL2015800435",,,,,,"1","5","23H","900 N REDWOOD RD                                                                                        ",,"111","Z1",,"2399-0","LARCENY","1878543","894907"
,"SL2015165922",,,,,,"1","3","0","1100 N TAFFETA DR                                                                                        ","2015-09-01T10:04:28.000","111","Z1","2015-09-01T10:04:28.000","7399-5","PUBLIC ORDER","1883621","896659"
,"SL2015242898",,,,,,"4","4","90J","200 S 500 W                                                                                             ","2015-12-23T16:49:53.000","132","Z3","2015-12-23T16:49:53.000","5707-0","INV OF PRIVACY","1887878","885702"
,"SL201547729",,,,,,"1","4","0","2400 N REDWOOD RD                                                                                        ","2015-03-18T14:36:46.000","111","Z1","2015-03-18T14:36:46.000","5499-7","REPORTABLE TA","1878930","905680"
,"SL201555263",,,,,,"4","2","220","100 W 200 S                                                                                             ","2015-03-30T11:53:22.000","133","Z7","2015-03-30T11:53:22.000","2203-0","BURGLARY","1890645","885955"
,"SL201577980",,,,,,"4","2","0","200 S RIO GRANDE ST                                                                                     ","2015-05-04T18:28:06.000","132","Z7","2015-05-04T18:28:06.000","7399-1","PUBLIC ORDER","1888298","885862"
